"","tweet","existence","existence.confidence","cleantweet"
"4932","Scientist's Sexxxy Novel Proves 'Climate Change' Is for Sex Pervs [Books] http://bit.ly/9AODlg","N",0.6832,"Scientist's Sexxxy Novel Proves 'Climate Change' Is for Sex Pervs [Books] http://bit.ly/9AODlg"
"4933","RT @UN: UN defends conclusions of landmark climate change report: http://is.gd/7WkIo #UN #news","Y",1,"RT @UN: UN defends conclusions of landmark climate change report: http://is.gd/7WkIo #UN #news"
"4934","UN defends conclusions of landmark climate change report: http://is.gd/7WkIo #UN #news",NA,0.7251,"UN defends conclusions of landmark climate change report: http://is.gd/7WkIo #UN #news"
"4935","OSI ""leads the way"" in addressing poverty, open society, & climate change - Thanks @Slate! http://bit.ly/cBZlku","Y",0.6781,"OSI ""leads the way"" in addressing poverty, open society, & climate change - Thanks @Slate! http://bit.ly/cBZlku"
"4936","Protein might help fight global warming|DENTON, Texas, Feb. 8 (UPI) -- University of North Texas scientists say .. http://oohja.com/x6CYD","Y",1,"Protein might help fight global warming|DENTON, Texas, Feb. 8 (UPI) -- University of North Texas scientists say .. http://oohja.com/x6CYD"
"4937","Yachtsmen's marine paradise hit by global warming|The yachtsman's wildlife ocean paradise of the Galapagos .. http://oohja.com/x6CPN","Y",0.6549,"Yachtsmen's marine paradise hit by global warming|The yachtsman's wildlife ocean paradise of the Galapagos .. http://oohja.com/x6CPN"
"4938","Arctic climate changing fast: Climate change is transforming the Arctic environment faster than expected and accel... http://bit.ly/ckRjPW","Y",1,"Arctic climate changing fast: Climate change is transforming the Arctic environment faster than expected and accel... http://bit.ly/ckRjPW"
"4939","George Perkins: Clean Energy Jobs Act vital to reduce global warming, create jobs, cut pollution|Dear Editor: I .. http://oohja.com/x6CG5","Y",1,"George Perkins: Clean Energy Jobs Act vital to reduce global warming, create jobs, cut pollution|Dear Editor: I .. http://oohja.com/x6CG5"
"4940","UN Climate Change Plan to Shift Industy, wealth globally? ;) fox news",NA,0.6361,"UN Climate Change Plan to Shift Industy, wealth globally? ;) fox news"
"4941","http://bit.ly/10NrOO Climate Change Media Partnership 2009 ' Green energy strategy to ... http://bit.ly/9Yl9Az","Y",0.6653,"http://bit.ly/10NrOO Climate Change Media Partnership 2009 ' Green energy strategy to ... http://bit.ly/9Yl9Az"
"4942","Economic and Social Consequences of Global Warming  health hazards ;O","Y",1,"Economic and Social Consequences of Global Warming  health hazards ;O"
"4943","After blizzard, Mid-Atlantic states targeted for several more inches of global warming. http://usat.me?37459708 #tcot #teaparty #gop","Y",0.5062,"After blizzard, Mid-Atlantic states targeted for several more inches of global warming. http://usat.me?37459708 #tcot #teaparty #gop"
"4944","Via Kevin Drum: Climate Change and its Discontents: I haven't been following in detail the various recent d... http://bit.ly/90qfGw ( #p2 )",NA,1,"Via Kevin Drum: Climate Change and its Discontents: I haven't been following in detail the various recent d... http://bit.ly/90qfGw ( #p2 )"
"4945","#news Climate - Feb 8: - U.S. Defense Review Serious About Climate Change- Climate Science Under Fire- Burning the bios http://url4.eu/1L6em",NA,0.709,"#news Climate - Feb 8: - U.S. Defense Review Serious About Climate Change- Climate Science Under Fire- Burning the bios http://url4.eu/1L6em"
"4946","Climate Change is Forcing Arctic Changes Faster than Expected: To be more specific, it causing changes in the Arct... http://bit.ly/99EpGQ","Y",1,"Climate Change is Forcing Arctic Changes Faster than Expected: To be more specific, it causing changes in the Arct... http://bit.ly/99EpGQ"
"4947","Bad Science Bad Politics http://bit.ly/ackZ8J The Death o Global Warming","N",1,"Bad Science Bad Politics http://bit.ly/ackZ8J The Death o Global Warming"
"4948","RT @uncajoe: uncajoe: PLZ RT @stone_circle What the Media Has Done To The Global Warming Debate: ... http://bit.ly/bmlApf ( #p2 #du1 #pgn )",NA,1,"RT @uncajoe: uncajoe: PLZ RT @stone_circle What the Media Has Done To The Global Warming Debate: ... http://bit.ly/bmlApf ( #p2 #du1 #pgn )"
"4949","Looks like Audi is co-signing this Global Warming conspiracy... http://myloc.me/3BsUP","N",1,"Looks like Audi is co-signing this Global Warming conspiracy... http://myloc.me/3BsUP"
"4950","Audi's ""green police"" spot just scared the more paranoid, global-warming-isn't-real people of America.","Y",0.6738,"Audi's ""green police"" spot just scared the more paranoid, global-warming-isn't-real people of America."
"4951","Addressing Global Warming: Retrain Coal Workers for Green Jobs http://bit.ly/bLcqDu","Y",1,"Addressing Global Warming: Retrain Coal Workers for Green Jobs http://bit.ly/bLcqDu"
"4952","Brits start to doubt global warming: http://bit.ly/cEMysp via @addthis","N",0.6748,"Brits start to doubt global warming: http://bit.ly/cEMysp via @addthis"
"4953","David Gershon: Empowering a Climate Change Movement -- Part 3: Instead of Cursing the Dark Light a Candle http://bit.ly/duIycM","Y",1,"David Gershon: Empowering a Climate Change Movement -- Part 3: Instead of Cursing the Dark Light a Candle http://bit.ly/duIycM"
"4954","RT @yidwithlid: The IPCC's Latest Climate Change Blunder...To Boldly Go Where No Stupidity Has Gone Before. http://tinyurl.com/yhsp6tv #climategate  #nobama","N",1,"RT @yidwithlid: The IPCC's Latest Climate Change Blunder...To Boldly Go Where No Stupidity Has Gone Before. http://tinyurl.com/yhsp6tv #climategate  #nobama"
"4955","RT @Lib_Berated: EPA can't finish their report on Global Warming because it was there is too much snow to go to work.","N",0.6808,"RT @Lib_Berated: EPA can't finish their report on Global Warming because it was there is too much snow to go to work."
"4956","RT @DefendGlenn: ""SCAM, SCAM, SCAM!"" EU Parliament Member Rips global Warming Hysteria http://is.gd/7Mkw4 #tcot #p2 #gop #teaparty","N",1,"RT @DefendGlenn: ""SCAM, SCAM, SCAM!"" EU Parliament Member Rips global Warming Hysteria http://is.gd/7Mkw4 #tcot #p2 #gop #teaparty"
"4957","Addressing Global Warming: Retrain Coal Workers for Green Jobs http://bit.ly/c9fUuL","Y",0.7032,"Addressing Global Warming: Retrain Coal Workers for Green Jobs http://bit.ly/c9fUuL"
"4958","Mary Ellen Harte and John Harte: Addressing Global Warming: Retrain Coal Workers for Green Jobs http://bit.ly/chotVm","Y",1,"Mary Ellen Harte and John Harte: Addressing Global Warming: Retrain Coal Workers for Green Jobs http://bit.ly/chotVm"
"4959","Mary Ellen Harte and John Harte: Addressing Global Warming: Retrain Coal Workers for Green Jobs: When Congress cre... http://bit.ly/cmw6eM","Y",0.6608,"Mary Ellen Harte and John Harte: Addressing Global Warming: Retrain Coal Workers for Green Jobs: When Congress cre... http://bit.ly/cmw6eM"
"4960","@jbg7474 Further, it's not 2 scientists disagreeing. The *vast* majority of scientists accepts the reality of climate change.","Y",1,"@jbg7474 Further, it's not 2 scientists disagreeing. The *vast* majority of scientists accepts the reality of climate change."
"4961","Australian drought linked to climate change; more snow in E Antarctica = less rain in Oz http://bit.ly/coZ3qJ #350ppm #climate","Y",1,"Australian drought linked to climate change; more snow in E Antarctica = less rain in Oz http://bit.ly/coZ3qJ #350ppm #climate"
"4962","Public loses faith in climate change science after leaked emails scandal - The Guardian http://bit.ly/cG3Tmp",NA,0.6582,"Public loses faith in climate change science after leaked emails scandal - The Guardian http://bit.ly/cG3Tmp"
"4963","Monroerising.com: Washington DC has record winter: RFK 15 Months ago predicted because of Global Warming there wil... http://bit.ly/9KgtMi","Y",0.4925,"Monroerising.com: Washington DC has record winter: RFK 15 Months ago predicted because of Global Warming there wil... http://bit.ly/9KgtMi"
"4964","Public loses faith in climate change science after leaked emails scandal - The Guardian: Times OnlinePublic loses ... http://bit.ly/bpz0Rj","N",0.6623,"Public loses faith in climate change science after leaked emails scandal - The Guardian: Times OnlinePublic loses ... http://bit.ly/bpz0Rj"
"4965","MORE SNOW- WEDNESDAY- get your global warming- get it now!","Y",0.6413,"MORE SNOW- WEDNESDAY- get your global warming- get it now!"
"4966","It May Not Be Global Warming but ... @ http://aclnk.com/ar2633313","Y",0.6935,"It May Not Be Global Warming but ... @ http://aclnk.com/ar2633313"
"4967","RFK, Jr. 15 months ago: Global warming means no snow or cold in DC | Washington Examiner: http://bit.ly/76Gtnu via @addthis","N",0.691,"RFK, Jr. 15 months ago: Global warming means no snow or cold in DC | Washington Examiner: http://bit.ly/76Gtnu via @addthis"
"4968","Hoax Fraudster RFK, Jr. 15 months ago: Global warming means no snow or cold in DC | Washington Examiner: http://bit.ly/76Gtnu",NA,0.623,"Hoax Fraudster RFK, Jr. 15 months ago: Global warming means no snow or cold in DC | Washington Examiner: http://bit.ly/76Gtnu"
"4969","Olympics organisers desperate for climate change http://bit.ly/a295w8","Y",0.3448,"Olympics organisers desperate for climate change http://bit.ly/a295w8"
"4970","Olympics organisers desperate for climate change http://bit.ly/a295w8",NA,0.6103,"Olympics organisers desperate for climate change http://bit.ly/a295w8"
"4971","@jbg7474 The ""global warming movement"" doesn't require ""credibility""; it's based on science. Denials are not, and lack same weight. #p2","Y",1,"@jbg7474 The ""global warming movement"" doesn't require ""credibility""; it's based on science. Denials are not, and lack same weight. #p2"
"4972","Olympics organisers desperate for climate change http://url4.eu/1KvGP",NA,1,"Olympics organisers desperate for climate change http://url4.eu/1KvGP"
"4973","Olympics organisers desperate for climate change http://url4.eu/1KvGL","Y",0.6333,"Olympics organisers desperate for climate change http://url4.eu/1KvGL"
"4974","Olympics organisers desperate for climate change http://bit.ly/bfn2bA","Y",0.6624,"Olympics organisers desperate for climate change http://bit.ly/bfn2bA"
"4975","Olympics organisers desperate for climate change http://bit.ly/bfn2bA","Y",0.6942,"Olympics organisers desperate for climate change http://bit.ly/bfn2bA"
"4976","RT @RayBeckerman: California's global-warming law Under Attack http://54i05.tk  [Age of Very Stupid]",NA,0.7095,"RT @RayBeckerman: California's global-warming law Under Attack http://54i05.tk  [Age of Very Stupid]"
"4977","California's global-warming law Under Attack http://54i05.tk","Y",1,"California's global-warming law Under Attack http://54i05.tk"
"4978","The great global warming collapse ' The Globe and Mail http://ff.im/-fyi0U","Y",0.6519,"The great global warming collapse ' The Globe and Mail http://ff.im/-fyi0U"
"4979","It Seems The Global Warming Hoax Is Starting To Sink In.  What Will Th","N",1,"It Seems The Global Warming Hoax Is Starting To Sink In.  What Will Th"
"4980","global warming prolly real in New York, but big scam in DC","N",0.6482,"global warming prolly real in New York, but big scam in DC"
"4981","Bahuguna says country will face problems due to global warming|Pune, Feb 7 : Eminent social worker Sundarlal .. http://oohja.com/x6zS5","Y",1,"Bahuguna says country will face problems due to global warming|Pune, Feb 7 : Eminent social worker Sundarlal .. http://oohja.com/x6zS5"
"4982","I'm sick of hearing global warming crap, it's a natural thing! if we didn't exist it'd happen anyway!","N",1,"I'm sick of hearing global warming crap, it's a natural thing! if we didn't exist it'd happen anyway!"
"4983","The global warming movement as we have known it is dead,' : http://theridgewoodblog.blogspot.com/","N",1,"The global warming movement as we have known it is dead,' : http://theridgewoodblog.blogspot.com/"
"4984",":P http://bit.ly/bgxiU6 stop global warming The great global warming collapse","Y",0.6397,":P http://bit.ly/bgxiU6 stop global warming The great global warming collapse"
"4985","Review panel clears researchers in 'Climategate' controversy|(MCT) - Climate-change researchers accused of .. http://oohja.com/xaWMF",NA,0.7149,"Review panel clears researchers in 'Climategate' controversy|(MCT) - Climate-change researchers accused of .. http://oohja.com/xaWMF"
"4986","In the UK, only 1 in 4 believe climate change is happening and is caused mostly by human activity: http://bit.ly/aCXjzQ",NA,0.6634,"In the UK, only 1 in 4 believe climate change is happening and is caused mostly by human activity: http://bit.ly/aCXjzQ"
"4987","Global warming phenomenon -Climate plays a far more important role in economic development:Vohra http://bit.ly/a3ZFHs","Y",1,"Global warming phenomenon -Climate plays a far more important role in economic development:Vohra http://bit.ly/a3ZFHs"
"4988","In Part Of Our Contribution To Reduce Global Warming, Shall We Ban The http://bit.ly/c9P8qU","Y",1,"In Part Of Our Contribution To Reduce Global Warming, Shall We Ban The http://bit.ly/c9P8qU"
"4989","RT @earthinstitute: State of the Planet 2010 Conference: Connecting Voices Globally to Meet the Challenges of Climate Change, Poverty... http://bit.ly/cYM4gC","Y",0.7798,"RT @earthinstitute: State of the Planet 2010 Conference: Connecting Voices Globally to Meet the Challenges of Climate Change, Poverty... http://bit.ly/cYM4gC"
"4990","THIS JUST OUT, OBAMA BLAMES G. BUSH FOR BLIZZARD IN WASHINGTON, SAYS THE SNOW WAS PART OF HIS FAILED POLICIES ON GLOBAL WARMING",NA,0.6641,"THIS JUST OUT, OBAMA BLAMES G. BUSH FOR BLIZZARD IN WASHINGTON, SAYS THE SNOW WAS PART OF HIS FAILED POLICIES ON GLOBAL WARMING"
"4991","RT @alancolmes: Utah State Rep: Climate Change Is Conpiracy To Control Populaton http://bit.ly/aLu2oC","N",0.6293,"RT @alancolmes: Utah State Rep: Climate Change Is Conpiracy To Control Populaton http://bit.ly/aLu2oC"
"4992","California's global-warming law Under Attack http://54i05.tk EnvNewsNet",NA,1,"California's global-warming law Under Attack http://54i05.tk EnvNewsNet"
"4993","California's global-warming law Under Attack: Republican politicians and conservative activists are launching a ba... http://bit.ly/bmiGzP","Y",0.5382,"California's global-warming law Under Attack: Republican politicians and conservative activists are launching a ba... http://bit.ly/bmiGzP"
"4994","RFK, Jr. 15 months ago: Global warming means no snow or cold in DC... http://bit.ly/bQUx9D #breaking",NA,1,"RFK, Jr. 15 months ago: Global warming means no snow or cold in DC... http://bit.ly/bQUx9D #breaking"
"4995","How's that Global Warming treating you? Anyone seen Al Gore? photo shows  record-breaking snow in Maryland  http://bit.ly/9HvBld","N",0.8023,"How's that Global Warming treating you? Anyone seen Al Gore? photo shows  record-breaking snow in Maryland  http://bit.ly/9HvBld"
"4996","Global warming is man-made, top UN official reaffirms: UNITED NATIONS, Jan 7 (APP): The great weight of science st... http://bit.ly/aENnqw","Y",1,"Global warming is man-made, top UN official reaffirms: UNITED NATIONS, Jan 7 (APP): The great weight of science st... http://bit.ly/aENnqw"
"4997","Delusional Leftist Olympic Organisers desperate for climate change: http://bit.ly/b5oFoH #It's no surprise NBC outbid everyone for Olympics","N",0.641,"Delusional Leftist Olympic Organisers desperate for climate change: http://bit.ly/b5oFoH #It's no surprise NBC outbid everyone for Olympics"
"4998","RT @AmericaBlog: British Conservatives move away from climate change as election nears http://bit.ly/9UqN5F #p2","N",0.6736,"RT @AmericaBlog: British Conservatives move away from climate change as election nears http://bit.ly/9UqN5F #p2"
"4999","Horner challenges climate change data|Much of current global warming theory is based on distortions of scientific .. http://oohja.com/x6yJi","N",1,"Horner challenges climate change data|Much of current global warming theory is based on distortions of scientific .. http://oohja.com/x6yJi"
"5000",". al gore  BBC: Only 1-in-4 believe in man-made global warming - Daily Mail",NA,1,". al gore  BBC: Only 1-in-4 believe in man-made global warming - Daily Mail"
"5001","Cochabama: Peoples World Conference on Climate Change and Mother Earth's Rights http://ow.ly/16w7Jz","Y",1,"Cochabama: Peoples World Conference on Climate Change and Mother Earth's Rights http://ow.ly/16w7Jz"
"5002","Despite the sceptics, climate change must remain a priority: http://bit.ly/bGwsVu (via @EcoSteward)","Y",1,"Despite the sceptics, climate change must remain a priority: http://bit.ly/bGwsVu (via @EcoSteward)"
"5003","@peterdaou Who are the 'political elites'? Editors of the Times shilling for Bush on Iraqi WMD? Members of Congress denying climate change?","Y",0.8443,"@peterdaou Who are the 'political elites'? Editors of the Times shilling for Bush on Iraqi WMD? Members of Congress denying climate change?"
"5004","UN climate scientist defends report: 6 (UPI) ' A United Nations scientist struck back at climate change critics Sa... http://bit.ly/9iELfk","Y",0.6642,"UN climate scientist defends report: 6 (UPI) ' A United Nations scientist struck back at climate change critics Sa... http://bit.ly/9iELfk"
"5005","@SergeGraystone How does Caprica deal with Global Warming?",NA,0.6912,"@SergeGraystone How does Caprica deal with Global Warming?"
"5006","Climate Change and Activists Won't Delay, But United Nations Will http://trim.li/nk/1JjY via @WiretapMagazine",NA,1,"Climate Change and Activists Won't Delay, But United Nations Will http://trim.li/nk/1JjY via @WiretapMagazine"
"5007","RT @JosephAGallant: Global Warming Activist Freezes to Death in Antarctica http://tinyurl.com/gf3ud #tcot",NA,0.6786,"RT @JosephAGallant: Global Warming Activist Freezes to Death in Antarctica http://tinyurl.com/gf3ud #tcot"
"5008","Global warming is suspended due to the cold weather...","N",0.8369,"Global warming is suspended due to the cold weather..."
"5009","Olympic Organizers desperate for climate change... http://bit.ly/acZSeo #breaking","Y",0.6533,"Olympic Organizers desperate for climate change... http://bit.ly/acZSeo #breaking"
"5010","Varanasi holds fire ritual to prevent global warming|By Girish Dubey, Varanasi, Feb.6 : A large number of .. http://oohja.com/x6xrM","Y",1,"Varanasi holds fire ritual to prevent global warming|By Girish Dubey, Varanasi, Feb.6 : A large number of .. http://oohja.com/x6xrM"
"5011","(""Censored News"") Cochabama: Peoples World Conference on Climate Change and Mother Earth's Rights http://ow.ly/16w7Jz","Y",1,"(""Censored News"") Cochabama: Peoples World Conference on Climate Change and Mother Earth's Rights http://ow.ly/16w7Jz"
"5012","Is global warming a plot? Mm, nah|I just love conspiracy theories. And so, apparently, does Rep. Mike Noel. The .. http://oohja.com/x6xeX","N",0.6499,"Is global warming a plot? Mm, nah|I just love conspiracy theories. And so, apparently, does Rep. Mike Noel. The .. http://oohja.com/x6xeX"
"5013","FOR ALL YOU LOSERS THAT INVESTED IN AL GORE'S GLOBAL WARMING SCAM, I THINK ITS TIME TO KICK HIS ASS AND GET YOUR MONEY BACK.","N",1,"FOR ALL YOU LOSERS THAT INVESTED IN AL GORE'S GLOBAL WARMING SCAM, I THINK ITS TIME TO KICK HIS ASS AND GET YOUR MONEY BACK."
"5014","From The New Album Mama Roots Global Warming http://www.youtube.com/watch?v=LA9YIpKauoI",NA,1,"From The New Album Mama Roots Global Warming http://www.youtube.com/watch?v=LA9YIpKauoI"
"5015","Climate Change Impacts And Vulnerability In The Eastern Himalayas http://bit.ly/cDR9xJ","Y",1,"Climate Change Impacts And Vulnerability In The Eastern Himalayas http://bit.ly/cDR9xJ"
"5016","House of Peers -- By: Mark Steyn: As Jonah and I have written here previously, ""climate change"" is not only a scie... http://bit.ly/b0pzHR","Y",0.5716,"House of Peers -- By: Mark Steyn: As Jonah and I have written here previously, ""climate change"" is not only a scie... http://bit.ly/b0pzHR"
"5017","Tell Toyota COO to Put the Brakes on Climate Change & the US Chamber http://bit.ly/aosRBN (Youth Climate Mvmt)",NA,0.4903,"Tell Toyota COO to Put the Brakes on Climate Change & the US Chamber http://bit.ly/aosRBN (Youth Climate Mvmt)"
"5018","RT @Ki6AMD RT @adamcurry: LOL - If Global Warming is Real Then Why is it Cold? http://ifglobalwarmingisrealthenwhyisitcold.blogspot.com/","N",1,"RT @Ki6AMD RT @adamcurry: LOL - If Global Warming is Real Then Why is it Cold? http://ifglobalwarmingisrealthenwhyisitcold.blogspot.com/"
"5019","Top UN environment official defends conclusions of landmark climate change report: UN News Centre 6 February 201... http://bit.ly/9gTNcG","Y",1,"Top UN environment official defends conclusions of landmark climate change report: UN News Centre 6 February 201... http://bit.ly/9gTNcG"
"5020","Atmospheric carbon dioxide that is causing climate change is also negatively affecting the marine environment http://bit.ly/drW0Nu ^AB","Y",1,"Atmospheric carbon dioxide that is causing climate change is also negatively affecting the marine environment http://bit.ly/drW0Nu ^AB"
"5021","For those who believe global warming is in progress, please bring your warming to my front yard. I can't see out over the snow drifts. #tcot","N",1,"For those who believe global warming is in progress, please bring your warming to my front yard. I can't see out over the snow drifts. #tcot"
"5022","@GurianPeck the GOP always finds a way to push its agenda. two crippling snowstorms in one month are in line with global CLIMATE CHANGE.","Y",1,"@GurianPeck the GOP always finds a way to push its agenda. two crippling snowstorms in one month are in line with global CLIMATE CHANGE."
"5023","Some Global Warming huh? You were all lied to by Al Gore... he duped you.","N",1,"Some Global Warming huh? You were all lied to by Al Gore... he duped you."
"5024","I 2nd that RT @NYCAviation @BarackBorat: Can someone call the Al Gore and ask him for make turn the Global Warming back on?","N",1,"I 2nd that RT @NYCAviation @BarackBorat: Can someone call the Al Gore and ask him for make turn the Global Warming back on?"
"5025","RT @GottaLaff: Conservatives try to suspend California's global-warming law http://bit.ly/chdtXe ( #p2 #dnj #du1)",NA,0.6678,"RT @GottaLaff: Conservatives try to suspend California's global-warming law http://bit.ly/chdtXe ( #p2 #dnj #du1)"
"5026","Utah State Rep: Climate Change Is Conpiracy To Control Populaton http://bit.ly/bR8MT6 #p2","N",1,"Utah State Rep: Climate Change Is Conpiracy To Control Populaton http://bit.ly/bR8MT6 #p2"
"5027","BREAKING NEWS: Global warming just made Hell a little hotter","N",0.63,"BREAKING NEWS: Global warming just made Hell a little hotter"
"5028","#FF just slightly belatedly @femmepatriot  staying warm today in the global warming? Freeeeeezin' here","N",0.6594,"#FF just slightly belatedly @femmepatriot  staying warm today in the global warming? Freeeeeezin' here"
"5029","Is climate change hiding the decline of maple syrup?: The burning of fossil fuels such as coal and oil releases ca... http://bit.ly/d5si4F","Y",0.7973,"Is climate change hiding the decline of maple syrup?: The burning of fossil fuels such as coal and oil releases ca... http://bit.ly/d5si4F"
"5030","The great global warming collapse - http://is.gd/7PoXr - #TCOT #AGW","N",0.7133,"The great global warming collapse - http://is.gd/7PoXr - #TCOT #AGW"
"5031","The great ""global warming"" collapse: http://bit.ly/drrEIN",NA,0.7186,"The great ""global warming"" collapse: http://bit.ly/drrEIN"
"5032","""Climate change deal marks an 'essential beginning,' Ban says ' UN News Centre"" http://tinyurl.com/yj7tzzd","Y",0.6376,"""Climate change deal marks an 'essential beginning,' Ban says ' UN News Centre"" http://tinyurl.com/yj7tzzd"
"5033","PAPER: The great global warming collapse... http://bit.ly/dx5ri6 #breaking","N",1,"PAPER: The great global warming collapse... http://bit.ly/dx5ri6 #breaking"
"5034","RT @BarackBorat: Can someone call the Al Gore and ask him for make turn the Global Warming back on?","Y",0.6986,"RT @BarackBorat: Can someone call the Al Gore and ask him for make turn the Global Warming back on?"
"5035","RT @ThinkProgress: Utah state representative claims climate change is a 'conspiracy' aimed at populat... http://bit.ly/chOhWn #p2 #du1 #dnj","N",0.5324,"RT @ThinkProgress: Utah state representative claims climate change is a 'conspiracy' aimed at populat... http://bit.ly/chOhWn #p2 #du1 #dnj"
"5036","pls RT: Tell Toyota COO to put the brakes on climate change and US CoC - Digg up this Q! http://ow.ly/14Bbn #climate #green","Y",0.6695,"pls RT: Tell Toyota COO to put the brakes on climate change and US CoC - Digg up this Q! http://ow.ly/14Bbn #climate #green"
"5037","@NAOMIHITME1 I don't understand that it only snowed in parts of Brooklyn & didn't even touch the BX, global warming man!","N",0.6726,"@NAOMIHITME1 I don't understand that it only snowed in parts of Brooklyn & didn't even touch the BX, global warming man!"
"5038","Lawmaker says she was removed from panel over global warming bill concerns|A Democratic member of the Assembly .. http://oohja.com/xaVRJ",NA,1,"Lawmaker says she was removed from panel over global warming bill concerns|A Democratic member of the Assembly .. http://oohja.com/xaVRJ"
"5039","Climate Change Impacts And Vulnerability In The Eastern Himalayas http://bit.ly/cDR9xJ IndigPplsRsrcs","Y",1,"Climate Change Impacts And Vulnerability In The Eastern Himalayas http://bit.ly/cDR9xJ IndigPplsRsrcs"
"5040","RT @astrosteve ""Well, Lisa, looks like I'll be shoveling four feet of global warming tomorrow!"" - Homer Simpson","N",1,"RT @astrosteve ""Well, Lisa, looks like I'll be shoveling four feet of global warming tomorrow!"" - Homer Simpson"
"5041","RT @astrosteve gaaaah.. on the radio: ""Well, this blizzard proves global warming is a fraud."" NO IT FUCKING DOESN'T.","Y",0.681,"RT @astrosteve gaaaah.. on the radio: ""Well, this blizzard proves global warming is a fraud."" NO IT FUCKING DOESN'T."
"5042","No snow at all here in northern NJ (near Newark) - must be a pocket of ""climate change"" :)","Y",0.6689,"No snow at all here in northern NJ (near Newark) - must be a pocket of ""climate change"" :)"
"5043","@BarackObama - dont tell me- global warming wi be a topic-ha ha!","N",0.6066,"@BarackObama - dont tell me- global warming wi be a topic-ha ha!"
"5044","Where's that global warming? Deep freeze here http://bit.ly/2wWWmQ","N",0.6749,"Where's that global warming? Deep freeze here http://bit.ly/2wWWmQ"
"5045","RT @newtgingrich: where is al gore to explain it snows this heavily as a sign global warming is imminent // WEATHER IS NOT CLIMATE #tcot #p2","N",0.6734,"RT @newtgingrich: where is al gore to explain it snows this heavily as a sign global warming is imminent // WEATHER IS NOT CLIMATE #tcot #p2"
"5046","According to @newtgingrich it's snowing so Al Gore must be fat or something. It's GLOBAL CLIMATE CHANGE. You might want to look that up.","Y",1,"According to @newtgingrich it's snowing so Al Gore must be fat or something. It's GLOBAL CLIMATE CHANGE. You might want to look that up."
"5047","RT @toddstarnes: Dear Mr. Gore, would you mind helping to shovel the 30 inches of global warming in DC?","N",0.6838,"RT @toddstarnes: Dear Mr. Gore, would you mind helping to shovel the 30 inches of global warming in DC?"
"5048","Dear Mr. Gore, would you mind helping to shovel the 30 inches of global warming in DC?","N",0.643,"Dear Mr. Gore, would you mind helping to shovel the 30 inches of global warming in DC?"
"5049","Lawmaker says she was removed from panel over global warming bill concerns|A Democratic member of the Assembly .. http://oohja.com/xaVNg",NA,1,"Lawmaker says she was removed from panel over global warming bill concerns|A Democratic member of the Assembly .. http://oohja.com/xaVNg"
"5050","RT @TPM_dk Va. GOP Mocks Global Warming, Since, You Know, It's Snowing  http://digg.com/d31Hv3d?t","N",0.6602,"RT @TPM_dk Va. GOP Mocks Global Warming, Since, You Know, It's Snowing  http://digg.com/d31Hv3d?t"
"5051","Rajendra Pachauri: head of UN climate change panel clocks up half a million ': Telegraph.co.uk  The embattled hea... http://bit.ly/awueLY",NA,1,"Rajendra Pachauri: head of UN climate change panel clocks up half a million ': Telegraph.co.uk  The embattled hea... http://bit.ly/awueLY"
"5052","@TheCortez Global Warming causes a change in all patterns of weather. Including warmth, snow and rain","Y",1,"@TheCortez Global Warming causes a change in all patterns of weather. Including warmth, snow and rain"
"5053","Great piece on the challenges of communicating climate change #energy #sustainability  http://jm.ly/VITRUR","Y",0.6646,"Great piece on the challenges of communicating climate change #energy #sustainability  http://jm.ly/VITRUR"
"5054","Kolkata's Green Mall aims to reverse global warming|By Ajitha Menon, Kolkata, Feb. 6 : Green is in, and a mall .. http://oohja.com/x6wd5","Y",0.6756,"Kolkata's Green Mall aims to reverse global warming|By Ajitha Menon, Kolkata, Feb. 6 : Green is in, and a mall .. http://oohja.com/x6wd5"
"5055","Fashion: Tupperware Duds at New York Fashion Week | Avoid-Global-Warming.com: To follow all of Zuzana's Fashion Ha... http://bit.ly/9Juoag",NA,1,"Fashion: Tupperware Duds at New York Fashion Week | Avoid-Global-Warming.com: To follow all of Zuzana's Fashion Ha... http://bit.ly/9Juoag"
"5056","Saving endangered species. Turtles due to hotels, poaching of eggs, accidental snaring in nets and global warming http://bit.ly/bPjxSF ^AB","Y",0.6411,"Saving endangered species. Turtles due to hotels, poaching of eggs, accidental snaring in nets and global warming http://bit.ly/bPjxSF ^AB"
"5057","The great global warming collapse|As the science scandals keep coming, the air has gone out of the climate-change .. http://oohja.com/x6w5B","N",0.6606,"The great global warming collapse|As the science scandals keep coming, the air has gone out of the climate-change .. http://oohja.com/x6w5B"
"5058","Links 2/6/10: Climate change causes wolverine decline across Canada BBC Physicist Discovers How to Teleport Energy... http://bit.ly/bqi1Bm","Y",1,"Links 2/6/10: Climate change causes wolverine decline across Canada BBC Physicist Discovers How to Teleport Energy... http://bit.ly/bqi1Bm"
"5059","A green birthday gift: plant 10 trees for $10, in region strategically selected to offset global warming http://br.st/01Q","Y",1,"A green birthday gift: plant 10 trees for $10, in region strategically selected to offset global warming http://br.st/01Q"
"5060","#thankyouObama for continuing to push a climate change bill that has absolutely no credible scientific backing #tcot #p2","N",0.7079,"#thankyouObama for continuing to push a climate change bill that has absolutely no credible scientific backing #tcot #p2"
